org_name,Year,Month,Recetpts,Disposals,Pending,Response_rate,,,
"Ministry of Environment, Forest and Climate Change",2018,8,449,408,41,0.908685969,,,
"Ministry of Environment, Forest and Climate Change",2018,9,359,283,76,0.788300836,,,
"Ministry of Environment, Forest and Climate Change",2018,10,548,432,116,0.788321168,,,
"Ministry of Environment, Forest and Climate Change",2018,11,466,281,185,0.603004292,,,
"Ministry of Environment, Forest and Climate Change",2018,12,416,626,-210,1.504807692,,,
"Ministry of Environment, Forest and Climate Change",2019,1,445,484,-39,1.087640449,,,
"Ministry of Environment, Forest and Climate Change",2019,2,365,511,-146,1.4,,,
"Ministry of Environment, Forest and Climate Change",2019,3,408,284,124,0.696078431,,,
"Ministry of Environment, Forest and Climate Change",2019,4,314,316,-2,1.006369427,,,
"Ministry of Environment, Forest and Climate Change",2019,5,455,495,-40,1.087912088,,,
"Ministry of Environment, Forest and Climate Change",2019,6,698,450,248,0.64469914,,,
"Ministry of Environment, Forest and Climate Change",2019,7,721,707,14,0.980582524,,,
"Ministry of Environment, Forest and Climate Change",2019,8,583,619,-36,1.061749571,,,
"Ministry of Environment, Forest and Climate Change",2019,9,758,643,115,0.84828496,,,
"Ministry of Environment, Forest and Climate Change",2019,10,613,911,-298,1.486133768,,,
"Ministry of Environment, Forest and Climate Change",2019,11,34,22,12,0.647058824,,,
Ministry of External Affairs,2016,1,770,360,410,0.467532468,,,
Ministry of External Affairs,2016,2,862,958,-96,1.11136891,,,
Ministry of External Affairs,2016,3,984,913,71,0.927845528,,,
Ministry of External Affairs,2016,4,1034,1098,-64,1.061895551,,,
Ministry of External Affairs,2016,5,943,943,0,1,,,
Ministry of External Affairs,2016,6,1278,1251,27,0.978873239,,,
Ministry of External Affairs,2016,7,1057,1188,-131,1.123935667,,,
Ministry of External Affairs,2016,8,1143,1063,80,0.930008749,,,
Ministry of External Affairs,2016,9,1028,1049,-21,1.020428016,,,
Ministry of External Affairs,2016,10,909,915,-6,1.00660066,,,
Ministry of External Affairs,2016,11,935,936,-1,1.001069519,,,
Ministry of External Affairs,2016,12,1214,1159,55,0.954695222,,,
Ministry of External Affairs,2017,1,964,971,-7,1.007261411,,,
Ministry of External Affairs,2017,2,905,975,-70,1.077348066,,,
Ministry of External Affairs,2017,3,1192,1167,25,0.979026846,,,
Ministry of External Affairs,2017,4,2933,2761,172,0.941356972,,,
Ministry of External Affairs,2017,5,1196,1391,-195,1.163043478,,,
Ministry of External Affairs,2017,6,972,860,112,0.884773663,,,
Ministry of External Affairs,2017,7,1100,1221,-121,1.11,,,
Ministry of External Affairs,2017,8,963,1030,-67,1.069574247,,,
Ministry of External Affairs,2017,9,811,872,-61,1.075215783,,,
Ministry of External Affairs,2017,10,688,631,57,0.917151163,,,
Ministry of External Affairs,2017,11,829,844,-15,1.018094089,,,
Ministry of External Affairs,2017,12,666,672,-6,1.009009009,,,
Ministry of External Affairs,2018,1,624,586,38,0.939102564,,,
Ministry of External Affairs,2018,2,555,602,-47,1.084684685,,,
Ministry of External Affairs,2018,3,807,696,111,0.862453532,,,
Ministry of External Affairs,2018,4,862,785,77,0.910672854,,,
Ministry of External Affairs,2018,5,1039,1047,-8,1.007699711,,,
Ministry of External Affairs,2018,6,686,718,-32,1.04664723,,,
Ministry of External Affairs,2018,7,950,913,37,0.961052632,,,
Ministry of External Affairs,2018,8,782,533,249,0.681585678,,,
Ministry of External Affairs,2018,9,832,948,-116,1.139423077,,,
Ministry of External Affairs,2018,10,926,869,57,0.938444924,,,
Ministry of External Affairs,2018,11,816,735,81,0.900735294,,,
Ministry of External Affairs,2018,12,925,928,-3,1.003243243,,,
Ministry of External Affairs,2019,1,957,971,-14,1.014629049,,,
Ministry of External Affairs,2019,2,940,942,-2,1.00212766,,,
Ministry of External Affairs,2019,3,1000,759,241,0.759,,,
Ministry of External Affairs,2019,4,810,1183,-373,1.460493827,,,
Ministry of External Affairs,2019,5,826,900,-74,1.089588378,,,
Ministry of External Affairs,2019,6,946,801,145,0.846723044,,,
Ministry of External Affairs,2019,7,1115,1224,-109,1.097757848,,,
Ministry of External Affairs,2019,8,1112,1193,-81,1.072841727,,,
Ministry of External Affairs,2019,9,1272,1172,100,0.921383648,,,
Ministry of External Affairs,2019,10,1174,1069,105,0.910562181,,,
Ministry of External Affairs,2019,11,30,39,-9,1.3,,,
Ministry of Food Processing Industries,2016,1,36,10,26,0.277777778,,,
Ministry of Food Processing Industries,2016,2,37,36,1,0.972972973,,,
Ministry of Food Processing Industries,2016,3,35,52,-17,1.485714286,,,
Ministry of Food Processing Industries,2016,4,51,27,24,0.529411765,,,
Ministry of Food Processing Industries,2016,5,36,42,-6,1.166666667,,,
Ministry of Food Processing Industries,2016,6,65,54,11,0.830769231,,,
Ministry of Food Processing Industries,2016,7,49,29,20,0.591836735,,,
Ministry of Food Processing Industries,2016,8,39,69,-30,1.769230769,,,
Ministry of Food Processing Industries,2016,9,31,19,12,0.612903226,,,
Ministry of Food Processing Industries,2016,10,40,38,2,0.95,,,
Ministry of Food Processing Industries,2016,11,35,50,-15,1.428571429,,,
Ministry of Food Processing Industries,2016,12,36,25,11,0.694444444,,,
Ministry of Food Processing Industries,2017,1,46,52,-6,1.130434783,,,
Ministry of Food Processing Industries,2017,2,30,28,2,0.933333333,,,
Ministry of Food Processing Industries,2017,3,46,42,4,0.913043478,,,
Ministry of Food Processing Industries,2017,4,27,19,8,0.703703704,,,
Ministry of Food Processing Industries,2017,5,44,40,4,0.909090909,,,
Ministry of Food Processing Industries,2017,6,41,58,-17,1.414634146,,,
Ministry of Food Processing Industries,2017,7,46,42,4,0.913043478,,,
Ministry of Food Processing Industries,2017,8,34,57,-23,1.676470588,,,
Ministry of Food Processing Industries,2017,9,49,48,1,0.979591837,,,
Ministry of Food Processing Industries,2017,10,39,17,22,0.435897436,,,
Ministry of Food Processing Industries,2017,11,42,45,-3,1.071428571,,,
Ministry of Food Processing Industries,2017,12,41,28,13,0.682926829,,,
Ministry of Food Processing Industries,2018,1,40,52,-12,1.3,,,
Ministry of Food Processing Industries,2018,2,26,25,1,0.961538462,,,
Ministry of Food Processing Industries,2018,3,29,36,-7,1.24137931,,,
Ministry of Food Processing Industries,2018,4,44,38,6,0.863636364,,,
Ministry of Food Processing Industries,2018,5,80,102,-22,1.275,,,
Ministry of Food Processing Industries,2018,6,25,20,5,0.8,,,
Ministry of Food Processing Industries,2018,7,34,25,9,0.735294118,,,
Ministry of Food Processing Industries,2018,8,33,35,-2,1.060606061,,,
Ministry of Food Processing Industries,2018,9,72,29,43,0.402777778,,,
Ministry of Food Processing Industries,2018,10,47,76,-29,1.617021277,,,
Ministry of Food Processing Industries,2018,11,23,56,-33,2.434782609,,,
Ministry of Food Processing Industries,2018,12,40,27,13,0.675,,,
Ministry of Food Processing Industries,2019,1,63,78,-15,1.238095238,,,
Ministry of Food Processing Industries,2019,2,51,46,5,0.901960784,,,
Ministry of Food Processing Industries,2019,3,56,54,2,0.964285714,,,
Ministry of Food Processing Industries,2019,4,22,31,-9,1.409090909,,,
Ministry of Food Processing Industries,2019,5,36,34,2,0.944444444,,,
Ministry of Food Processing Industries,2019,6,50,28,22,0.56,,,
Ministry of Food Processing Industries,2019,7,43,60,-17,1.395348837,,,
Ministry of Food Processing Industries,2019,8,56,55,1,0.982142857,,,
Ministry of Food Processing Industries,2019,9,41,43,-2,1.048780488,,,
Ministry of Food Processing Industries,2019,10,35,35,0,1,,,
Ministry of Home Affairs,2016,1,2170,551,1619,0.253917051,,,
Ministry of Home Affairs,2016,2,2076,902,1174,0.434489403,,,
Ministry of Home Affairs,2016,3,1962,1831,131,0.933231397,,,
Ministry of Home Affairs,2016,4,1629,1007,622,0.618170657,,,
Ministry of Home Affairs,2016,5,1585,1273,312,0.803154574,,,
Ministry of Home Affairs,2016,6,1895,2487,-592,1.312401055,,,
Ministry of Home Affairs,2016,7,2101,2677,-576,1.274155164,,,
Ministry of Home Affairs,2016,8,2986,2460,526,0.823844608,,,
Ministry of Home Affairs,2016,9,2577,1908,669,0.740395809,,,
Ministry of Home Affairs,2016,10,2242,2100,142,0.936663693,,,
Ministry of Home Affairs,2016,11,1743,1691,52,0.97016638,,,
Ministry of Home Affairs,2016,12,2352,2044,308,0.869047619,,,
Ministry of Home Affairs,2017,1,2053,2058,-5,1.00243546,,,
Ministry of Home Affairs,2017,2,1640,893,747,0.544512195,,,
Ministry of Home Affairs,2017,3,2145,2489,-344,1.16037296,,,
Ministry of Home Affairs,2017,4,2221,3549,-1328,1.597928861,,,
Ministry of Home Affairs,2017,5,2311,2617,-306,1.132410212,,,
Ministry of Home Affairs,2017,6,1946,1623,323,0.834018499,,,
Ministry of Home Affairs,2017,7,2081,1348,733,0.647765497,,,
Ministry of Home Affairs,2017,8,4683,2187,2496,0.467008328,,,
Ministry of Home Affairs,2017,9,2169,2918,-749,1.345320424,,,
Ministry of Home Affairs,2017,10,3678,3465,213,0.942088091,,,
Ministry of Home Affairs,2017,11,1669,3933,-2264,2.356500899,,,
Ministry of Home Affairs,2017,12,1683,2042,-359,1.213309566,,,
Ministry of Home Affairs,2018,1,1287,1111,176,0.863247863,,,
Ministry of Home Affairs,2018,2,1502,3034,-1532,2.019973369,,,
Ministry of Home Affairs,2018,3,1971,1178,793,0.597666159,,,
Ministry of Home Affairs,2018,4,1980,1648,332,0.832323232,,,
Ministry of Home Affairs,2018,5,3249,1898,1351,0.584179748,,,
Ministry of Home Affairs,2018,6,2997,787,2210,0.262595929,,,
Ministry of Home Affairs,2018,7,2414,2373,41,0.983015742,,,
Ministry of Home Affairs,2018,8,3289,3212,77,0.976588629,,,
Ministry of Home Affairs,2018,9,2850,2577,273,0.904210526,,,
Ministry of Home Affairs,2018,10,3063,2909,154,0.949722494,,,
Ministry of Home Affairs,2018,11,2169,2143,26,0.988012909,,,
Ministry of Home Affairs,2018,12,2109,1639,470,0.777145567,,,
Ministry of Home Affairs,2019,1,2201,2225,-24,1.010904134,,,
Ministry of Home Affairs,2019,2,2281,3135,-854,1.374397194,,,
Ministry of Home Affairs,2019,3,2604,2395,209,0.919738863,,,
Ministry of Home Affairs,2019,4,1669,2402,-733,1.439185141,,,
Ministry of Home Affairs,2019,5,1810,2458,-648,1.35801105,,,
Ministry of Home Affairs,2019,6,2230,1792,438,0.803587444,,,
Ministry of Home Affairs,2019,7,2790,1101,1689,0.394623656,,,
Ministry of Home Affairs,2019,8,2984,1056,1928,0.353887399,,,
Ministry of Home Affairs,2019,9,3183,3713,-530,1.166509582,,,
Ministry of Home Affairs,2019,10,2970,4610,-1640,1.552188552,,,
Ministry of Home Affairs,2019,11,87,91,-4,1.045977011,,,
Ministry of Housing and Urban Affairs,2016,1,760,413,347,0.543421053,,,
Ministry of Housing and Urban Affairs,2016,2,702,549,153,0.782051282,,,
Ministry of Housing and Urban Affairs,2016,3,776,657,119,0.846649485,,,
Ministry of Housing and Urban Affairs,2016,4,804,730,74,0.907960199,,,
Ministry of Housing and Urban Affairs,2016,5,819,824,-5,1.006105006,,,
Ministry of Housing and Urban Affairs,2016,6,933,945,-12,1.012861736,,,
Ministry of Housing and Urban Affairs,2016,7,829,762,67,0.919179735,,,
Ministry of Housing and Urban Affairs,2016,8,1070,1011,59,0.944859813,,,
Ministry of Housing and Urban Affairs,2016,9,948,854,94,0.900843882,,,
Ministry of Housing and Urban Affairs,2016,10,859,757,102,0.881257276,,,
Ministry of Housing and Urban Affairs,2016,11,743,748,-5,1.006729475,,,
Ministry of Housing and Urban Affairs,2016,12,1101,947,154,0.860127157,,,
Ministry of Housing and Urban Affairs,2017,1,1061,1321,-260,1.245051838,,,
Ministry of Housing and Urban Affairs,2017,2,1133,1123,10,0.991173875,,,
Ministry of Housing and Urban Affairs,2017,3,1405,1638,-233,1.165836299,,,
Ministry of Housing and Urban Affairs,2017,4,1203,1060,143,0.881130507,,,
Ministry of Housing and Urban Affairs,2017,5,1558,1594,-36,1.023106547,,,
Ministry of Housing and Urban Affairs,2017,6,1358,1464,-106,1.078055965,,,
Ministry of Housing and Urban Affairs,2017,7,1259,1318,-59,1.046862589,,,
Ministry of Housing and Urban Affairs,2017,8,1237,1091,146,0.881972514,,,
Ministry of Housing and Urban Affairs,2017,9,1089,993,96,0.91184573,,,
Ministry of Housing and Urban Affairs,2017,10,951,1014,-63,1.066246057,,,
Ministry of Housing and Urban Affairs,2017,11,966,931,35,0.963768116,,,
Ministry of Housing and Urban Affairs,2017,12,944,1003,-59,1.0625,,,
Ministry of Housing and Urban Affairs,2018,1,741,783,-42,1.056680162,,,
Ministry of Housing and Urban Affairs,2018,2,711,1002,-291,1.4092827,,,
Ministry of Housing and Urban Affairs,2018,3,933,671,262,0.719185423,,,
Ministry of Housing and Urban Affairs,2018,4,869,843,26,0.970080552,,,
Ministry of Housing and Urban Affairs,2018,5,1132,1280,-148,1.130742049,,,
Ministry of Housing and Urban Affairs,2018,6,962,943,19,0.98024948,,,
Ministry of Housing and Urban Affairs,2018,7,1255,989,266,0.788047809,,,
Ministry of Housing and Urban Affairs,2018,8,1004,1176,-172,1.171314741,,,
Ministry of Housing and Urban Affairs,2018,9,1021,827,194,0.809990206,,,
Ministry of Housing and Urban Affairs,2018,10,1193,1458,-265,1.222129086,,,
Ministry of Housing and Urban Affairs,2018,11,1020,958,62,0.939215686,,,
Ministry of Housing and Urban Affairs,2018,12,747,780,-33,1.044176707,,,
Ministry of Housing and Urban Affairs,2019,1,922,919,3,0.996746204,,,
Ministry of Housing and Urban Affairs,2019,2,941,750,191,0.797024442,,,
Ministry of Housing and Urban Affairs,2019,3,986,1123,-137,1.138945233,,,
Ministry of Housing and Urban Affairs,2019,4,907,810,97,0.893054024,,,
Ministry of Housing and Urban Affairs,2019,5,904,967,-63,1.069690265,,,
Ministry of Housing and Urban Affairs,2019,6,1341,1239,102,0.92393736,,,
Ministry of Housing and Urban Affairs,2019,7,1317,1332,-15,1.011389522,,,
Ministry of Housing and Urban Affairs,2019,8,1162,888,274,0.764199656,,,
Ministry of Housing and Urban Affairs,2019,9,1309,1270,39,0.970206264,,,
Ministry of Housing and Urban Affairs,2019,10,960,1043,-83,1.086458333,,,
Ministry of Housing and Urban Affairs,2019,11,23,27,-4,1.173913043,,,
Ministry of Information and Broadcasting,2016,1,582,116,466,0.199312715,,,
Ministry of Information and Broadcasting,2016,2,582,715,-133,1.228522337,,,
Ministry of Information and Broadcasting,2016,3,560,434,126,0.775,,,
Ministry of Information and Broadcasting,2016,4,503,409,94,0.813121272,,,
Ministry of Information and Broadcasting,2016,5,520,458,62,0.880769231,,,
Ministry of Information and Broadcasting,2016,6,709,606,103,0.854724965,,,
Ministry of Information and Broadcasting,2016,7,633,848,-215,1.339652449,,,
Ministry of Information and Broadcasting,2016,8,710,679,31,0.956338028,,,
Ministry of Information and Broadcasting,2016,9,608,556,52,0.914473684,,,
Ministry of Information and Broadcasting,2016,10,572,629,-57,1.09965035,,,
Ministry of Information and Broadcasting,2016,11,540,481,59,0.890740741,,,
Ministry of Information and Broadcasting,2016,12,697,634,63,0.909612626,,,
Ministry of Information and Broadcasting,2017,1,747,582,165,0.779116466,,,
Ministry of Information and Broadcasting,2017,2,540,552,-12,1.022222222,,,
Ministry of Information and Broadcasting,2017,3,583,782,-199,1.341337907,,,
Ministry of Information and Broadcasting,2017,4,463,409,54,0.88336933,,,
Ministry of Information and Broadcasting,2017,5,619,611,8,0.987075929,,,
Ministry of Information and Broadcasting,2017,6,520,524,-4,1.007692308,,,
Ministry of Information and Broadcasting,2017,7,524,576,-52,1.099236641,,,
Ministry of Information and Broadcasting,2017,8,597,650,-53,1.088777219,,,
Ministry of Information and Broadcasting,2017,9,602,484,118,0.803986711,,,
Ministry of Information and Broadcasting,2017,10,587,442,145,0.752981261,,,
Ministry of Information and Broadcasting,2017,11,627,492,135,0.784688995,,,
Ministry of Information and Broadcasting,2017,12,563,748,-185,1.328596803,,,
Ministry of Information and Broadcasting,2018,1,475,468,7,0.985263158,,,
Ministry of Information and Broadcasting,2018,2,410,659,-249,1.607317073,,,
Ministry of Information and Broadcasting,2018,3,568,573,-5,1.008802817,,,
Ministry of Information and Broadcasting,2018,4,614,658,-44,1.071661238,,,
Ministry of Information and Broadcasting,2018,5,746,621,125,0.832439678,,,
Ministry of Information and Broadcasting,2018,6,493,381,112,0.772819473,,,
Ministry of Information and Broadcasting,2018,7,779,684,95,0.87804878,,,
Ministry of Information and Broadcasting,2018,8,692,674,18,0.973988439,,,
Ministry of Information and Broadcasting,2018,9,627,376,251,0.599681021,,,
Ministry of Information and Broadcasting,2018,10,635,596,39,0.938582677,,,
Ministry of Information and Broadcasting,2018,11,600,675,-75,1.125,,,
Ministry of Information and Broadcasting,2018,12,564,516,48,0.914893617,,,
Ministry of Information and Broadcasting,2019,1,739,819,-80,1.108254398,,,
Ministry of Information and Broadcasting,2019,2,1300,1110,190,0.853846154,,,
Ministry of Information and Broadcasting,2019,3,1089,1276,-187,1.171717172,,,
Ministry of Information and Broadcasting,2019,4,957,1115,-158,1.165099269,,,
Ministry of Information and Broadcasting,2019,5,769,892,-123,1.159947984,,,
Ministry of Information and Broadcasting,2019,6,1073,1046,27,0.974836906,,,
Ministry of Information and Broadcasting,2019,7,970,930,40,0.958762887,,,
Ministry of Information and Broadcasting,2019,8,825,547,278,0.663030303,,,
Ministry of Information and Broadcasting,2019,9,777,1059,-282,1.362934363,,,
Ministry of Information and Broadcasting,2019,10,526,706,-180,1.342205323,,,
Ministry of Information and Broadcasting,2019,11,17,10,7,0.588235294,,,
Ministry of Labour and Employment,2016,1,1794,546,1248,0.304347826,,,
Ministry of Labour and Employment,2016,2,2222,2638,-416,1.187218722,,,
Ministry of Labour and Employment,2016,3,2514,2615,-101,1.04017502,,,
Ministry of Labour and Employment,2016,4,1810,1826,-16,1.008839779,,,
Ministry of Labour and Employment,2016,5,1628,1662,-34,1.020884521,,,
Ministry of Labour and Employment,2016,6,1961,1810,151,0.92299847,,,
Ministry of Labour and Employment,2016,7,1729,1657,72,0.958357432,,,
Ministry of Labour and Employment,2016,8,2178,1726,452,0.792470156,,,
Ministry of Labour and Employment,2016,9,2136,1921,215,0.899344569,,,
Ministry of Labour and Employment,2016,10,2094,2257,-163,1.077841452,,,
Ministry of Labour and Employment,2016,11,1778,2144,-366,1.205849269,,,
Ministry of Labour and Employment,2016,12,2462,2492,-30,1.012185215,,,
Ministry of Labour and Employment,2017,1,2205,2242,-37,1.016780045,,,
Ministry of Labour and Employment,2017,2,2285,2355,-70,1.030634573,,,
Ministry of Labour and Employment,2017,3,3018,2708,310,0.897282969,,,
Ministry of Labour and Employment,2017,4,2807,2590,217,0.922693267,,,
Ministry of Labour and Employment,2017,5,3040,3150,-110,1.036184211,,,
Ministry of Labour and Employment,2017,6,2644,2778,-134,1.050680787,,,
Ministry of Labour and Employment,2017,7,3071,2703,368,0.880169326,,,
Ministry of Labour and Employment,2017,8,3172,3433,-261,1.082282472,,,
Ministry of Labour and Employment,2017,9,2601,2471,130,0.950019223,,,
Ministry of Labour and Employment,2017,10,2442,2724,-282,1.115479115,,,
Ministry of Labour and Employment,2017,11,2948,2701,247,0.916214383,,,
Ministry of Labour and Employment,2017,12,2757,2779,-22,1.007979688,,,
Ministry of Labour and Employment,2018,1,2439,2642,-203,1.083230832,,,
Ministry of Labour and Employment,2018,2,2264,2741,-477,1.210689046,,,
Ministry of Labour and Employment,2018,3,2970,2643,327,0.88989899,,,
Ministry of Labour and Employment,2018,4,2778,2711,67,0.975881929,,,
Ministry of Labour and Employment,2018,5,3762,3333,429,0.885964912,,,
Ministry of Labour and Employment,2018,6,2511,2390,121,0.951812027,,,
Ministry of Labour and Employment,2018,7,3803,3646,157,0.958716803,,,
Ministry of Labour and Employment,2018,8,3258,3822,-564,1.173112339,,,
Ministry of Labour and Employment,2018,9,2814,2739,75,0.973347548,,,
Ministry of Labour and Employment,2018,10,3142,3464,-322,1.102482495,,,
Ministry of Labour and Employment,2018,11,2497,2647,-150,1.060072087,,,
Ministry of Labour and Employment,2018,12,2855,2551,304,0.89352014,,,
Ministry of Labour and Employment,2019,1,3633,3759,-126,1.034682081,,,
Ministry of Labour and Employment,2019,2,3497,3372,125,0.964255076,,,
Ministry of Labour and Employment,2019,3,3462,3489,-27,1.00779896,,,
Ministry of Labour and Employment,2019,4,3202,3085,117,0.963460337,,,
Ministry of Labour and Employment,2019,5,3242,3344,-102,1.03146206,,,
Ministry of Labour and Employment,2019,6,4267,3959,308,0.927818139,,,
Ministry of Labour and Employment,2019,7,4632,4335,297,0.935880829,,,
Ministry of Labour and Employment,2019,8,3878,3671,207,0.94662197,,,
Ministry of Labour and Employment,2019,9,4510,4773,-263,1.058314856,,,
Ministry of Labour and Employment,2019,10,4416,4860,-444,1.100543478,,,
Ministry of Labour and Employment,2019,11,155,176,-21,1.135483871,,,
Ministry of Micro Small and Medium  Enterprises,2016,1,154,78,76,0.506493506,,,
Ministry of Micro Small and Medium  Enterprises,2016,2,219,220,-1,1.00456621,,,
Ministry of Micro Small and Medium  Enterprises,2016,3,185,226,-41,1.221621622,,,
Ministry of Micro Small and Medium  Enterprises,2016,4,141,151,-10,1.070921986,,,
Ministry of Micro Small and Medium  Enterprises,2016,5,133,135,-2,1.015037594,,,
Ministry of Micro Small and Medium  Enterprises,2016,6,185,172,13,0.92972973,,,
Ministry of Micro Small and Medium  Enterprises,2016,7,200,199,1,0.995,,,
Ministry of Micro Small and Medium  Enterprises,2016,8,178,163,15,0.915730337,,,
Ministry of Micro Small and Medium  Enterprises,2016,9,193,215,-22,1.113989637,,,
Ministry of Micro Small and Medium  Enterprises,2016,10,153,128,25,0.836601307,,,
Ministry of Micro Small and Medium  Enterprises,2016,11,148,143,5,0.966216216,,,
Ministry of Micro Small and Medium  Enterprises,2016,12,191,165,26,0.863874346,,,
Ministry of Micro Small and Medium  Enterprises,2017,1,198,209,-11,1.055555556,,,
Ministry of Micro Small and Medium  Enterprises,2017,2,176,173,3,0.982954545,,,
Ministry of Micro Small and Medium  Enterprises,2017,3,262,284,-22,1.083969466,,,
Ministry of Micro Small and Medium  Enterprises,2017,4,142,125,17,0.88028169,,,
Ministry of Micro Small and Medium  Enterprises,2017,5,210,216,-6,1.028571429,,,
Ministry of Micro Small and Medium  Enterprises,2017,6,227,261,-34,1.149779736,,,
Ministry of Micro Small and Medium  Enterprises,2017,7,243,247,-4,1.016460905,,,
Ministry of Micro Small and Medium  Enterprises,2017,8,185,162,23,0.875675676,,,
Ministry of Micro Small and Medium  Enterprises,2017,9,206,195,11,0.946601942,,,
Ministry of Micro Small and Medium  Enterprises,2017,10,149,156,-7,1.046979866,,,
Ministry of Micro Small and Medium  Enterprises,2017,11,208,171,37,0.822115385,,,
Ministry of Micro Small and Medium  Enterprises,2017,12,182,217,-35,1.192307692,,,
Ministry of Micro Small and Medium  Enterprises,2018,1,154,161,-7,1.045454545,,,
Ministry of Micro Small and Medium  Enterprises,2018,2,144,111,33,0.770833333,,,
Ministry of Micro Small and Medium  Enterprises,2018,3,137,152,-15,1.109489051,,,
Ministry of Micro Small and Medium  Enterprises,2018,4,185,164,21,0.886486486,,,
Ministry of Micro Small and Medium  Enterprises,2018,5,257,240,17,0.93385214,,,
Ministry of Micro Small and Medium  Enterprises,2018,6,193,147,46,0.761658031,,,
Ministry of Micro Small and Medium  Enterprises,2018,7,179,188,-9,1.05027933,,,
Ministry of Micro Small and Medium  Enterprises,2018,8,174,162,12,0.931034483,,,
Ministry of Micro Small and Medium  Enterprises,2018,9,191,187,4,0.979057592,,,
Ministry of Micro Small and Medium  Enterprises,2018,10,170,156,14,0.917647059,,,
Ministry of Micro Small and Medium  Enterprises,2018,11,197,211,-14,1.07106599,,,
Ministry of Micro Small and Medium  Enterprises,2018,12,239,217,22,0.907949791,,,
Ministry of Micro Small and Medium  Enterprises,2019,1,215,189,26,0.879069767,,,
Ministry of Micro Small and Medium  Enterprises,2019,2,150,271,-121,1.806666667,,,
Ministry of Micro Small and Medium  Enterprises,2019,3,201,170,31,0.845771144,,,
Ministry of Micro Small and Medium  Enterprises,2019,4,128,175,-47,1.3671875,,,
Ministry of Micro Small and Medium  Enterprises,2019,5,108,78,30,0.722222222,,,
Ministry of Micro Small and Medium  Enterprises,2019,6,229,171,58,0.746724891,,,
Ministry of Micro Small and Medium  Enterprises,2019,7,263,311,-48,1.182509506,,,
Ministry of Micro Small and Medium  Enterprises,2019,8,243,187,56,0.769547325,,,
Ministry of Micro Small and Medium  Enterprises,2019,9,281,258,23,0.918149466,,,
Ministry of Micro Small and Medium  Enterprises,2019,10,208,170,38,0.817307692,,,
Ministry of Micro Small and Medium  Enterprises,2019,11,7,7,0,1,,,
Ministry of Mines,2016,1,60,27,33,0.45,,,
Ministry of Mines,2016,2,74,40,34,0.540540541,,,
Ministry of Mines,2016,3,90,68,22,0.755555556,,,
Ministry of Mines,2016,4,90,79,11,0.877777778,,,
Ministry of Mines,2016,5,67,66,1,0.985074627,,,
Ministry of Mines,2016,6,85,85,0,1,,,
Ministry of Mines,2016,7,105,67,38,0.638095238,,,
Ministry of Mines,2016,8,86,102,-16,1.186046512,,,
Ministry of Mines,2016,9,102,68,34,0.666666667,,,
Ministry of Mines,2016,10,75,82,-7,1.093333333,,,
Ministry of Mines,2016,11,66,48,18,0.727272727,,,
Ministry of Mines,2016,12,97,44,53,0.453608247,,,
Ministry of Mines,2017,1,103,26,77,0.252427184,,,
Ministry of Mines,2017,2,67,44,23,0.656716418,,,
Ministry of Mines,2017,3,87,100,-13,1.149425287,,,
Ministry of Mines,2017,4,105,49,56,0.466666667,,,
Ministry of Mines,2017,5,92,112,-20,1.217391304,,,
Ministry of Mines,2017,6,123,156,-33,1.268292683,,,
Ministry of Mines,2017,7,109,279,-170,2.559633028,,,
Ministry of Mines,2017,8,92,90,2,0.97826087,,,
Ministry of Mines,2017,9,88,71,17,0.806818182,,,
Ministry of Mines,2017,10,81,85,-4,1.049382716,,,
Ministry of Mines,2017,11,108,94,14,0.87037037,,,
Ministry of Mines,2017,12,110,70,40,0.636363636,,,
Ministry of Mines,2018,1,83,66,17,0.795180723,,,
Ministry of Mines,2018,2,49,75,-26,1.530612245,,,
Ministry of Mines,2018,3,80,73,7,0.9125,,,
Ministry of Mines,2018,4,125,116,9,0.928,,,
Ministry of Mines,2018,5,120,183,-63,1.525,,,
Ministry of Mines,2018,6,73,60,13,0.821917808,,,
Ministry of Mines,2018,7,88,60,28,0.681818182,,,
Ministry of Mines,2018,8,103,78,25,0.757281553,,,
Ministry of Mines,2018,9,70,60,10,0.857142857,,,
Ministry of Mines,2018,10,105,117,-12,1.114285714,,,
Ministry of Mines,2018,11,81,136,-55,1.679012346,,,
Ministry of Mines,2018,12,102,121,-19,1.18627451,,,
Ministry of Mines,2019,1,147,116,31,0.789115646,,,
Ministry of Mines,2019,2,95,70,25,0.736842105,,,
Ministry of Mines,2019,3,81,91,-10,1.12345679,,,
Ministry of Mines,2019,4,79,53,26,0.670886076,,,
Ministry of Mines,2019,5,99,131,-32,1.323232323,,,
Ministry of Mines,2019,6,106,63,43,0.594339623,,,
Ministry of Mines,2019,7,95,81,14,0.852631579,,,
Ministry of Mines,2019,8,119,128,-9,1.075630252,,,
Ministry of Mines,2019,9,125,114,11,0.912,,,
Ministry of Mines,2019,10,89,68,21,0.764044944,,,
Ministry of Minority Affairs,2016,1,79,34,45,0.430379747,,,
Ministry of Minority Affairs,2016,2,86,49,37,0.569767442,,,
Ministry of Minority Affairs,2016,3,142,36,106,0.253521127,,,
Ministry of Minority Affairs,2016,4,124,65,59,0.524193548,,,
Ministry of Minority Affairs,2016,5,138,97,41,0.702898551,,,
Ministry of Minority Affairs,2016,6,122,66,56,0.540983607,,,
