org_name,Year,Month,Recetpts,Disposals,Pending,Response_rate,,,
Department of Financial Services (Banking Division),2016,2,5873,3433,2440,0.584539418,,,
Department of Financial Services (Banking Division),2016,3,5296,5542,-246,1.046450151,,,
Department of Financial Services (Banking Division),2016,4,4697,4311,386,0.917819885,,,
Department of Financial Services (Banking Division),2016,5,8486,5164,3322,0.608531699,,,
Department of Financial Services (Banking Division),2016,6,7676,7577,99,0.987102658,,,
Department of Financial Services (Banking Division),2016,7,5064,7677,-2613,1.515995261,,,
Department of Financial Services (Banking Division),2016,8,6177,5719,458,0.925853974,,,
Department of Financial Services (Banking Division),2016,9,5410,6967,-1557,1.28780037,,,
Department of Financial Services (Banking Division),2016,10,4952,5698,-746,1.150646204,,,
Department of Financial Services (Banking Division),2016,11,10793,4906,5887,0.454553878,,,
Department of Financial Services (Banking Division),2016,12,19341,9178,10163,0.47453596,,,
Department of Financial Services (Banking Division),2017,1,12599,13314,-715,1.056750536,,,
Department of Financial Services (Banking Division),2017,2,9425,10088,-663,1.070344828,,,
Department of Financial Services (Banking Division),2017,3,11526,16093,-4567,1.3962346,,,
Department of Financial Services (Banking Division),2017,4,9447,10326,-879,1.093045411,,,
Department of Financial Services (Banking Division),2017,5,9425,11741,-2316,1.245729443,,,
Department of Financial Services (Banking Division),2017,6,10362,9222,1140,0.889982629,,,
Department of Financial Services (Banking Division),2017,7,8734,11381,-2647,1.303068468,,,
Department of Financial Services (Banking Division),2017,8,7016,9653,-2637,1.375855188,,,
Department of Financial Services (Banking Division),2017,9,6880,9189,-2309,1.335610465,,,
Department of Financial Services (Banking Division),2017,10,6336,6382,-46,1.007260101,,,
Department of Financial Services (Banking Division),2017,11,7319,6120,1199,0.836179806,,,
Department of Financial Services (Banking Division),2017,12,7214,7467,-253,1.035070696,,,
Department of Financial Services (Banking Division),2018,1,6567,8401,-1834,1.279275164,,,
Department of Financial Services (Banking Division),2018,2,6664,6115,549,0.917617047,,,
Department of Financial Services (Banking Division),2018,3,7738,6485,1253,0.838071853,,,
Department of Financial Services (Banking Division),2018,4,7833,7578,255,0.967445423,,,
Department of Financial Services (Banking Division),2018,5,9118,8310,808,0.911384075,,,
Department of Financial Services (Banking Division),2018,6,7191,7143,48,0.99332499,,,
Department of Financial Services (Banking Division),2018,7,9766,8136,1630,0.833094409,,,
Department of Financial Services (Banking Division),2018,8,10870,7296,3574,0.671205152,,,
Department of Financial Services (Banking Division),2018,9,9221,9159,62,0.993276217,,,
Department of Financial Services (Banking Division),2018,10,10670,12393,-1723,1.161480787,,,
Department of Financial Services (Banking Division),2018,11,8030,9114,-1084,1.134993773,,,
Department of Financial Services (Banking Division),2018,12,7720,8082,-362,1.046891192,,,
Department of Financial Services (Banking Division),2019,1,9142,8884,258,0.971778604,,,
Department of Financial Services (Banking Division),2019,2,8184,8064,120,0.985337243,,,
Department of Financial Services (Banking Division),2019,3,8107,8145,-38,1.004687307,,,
Department of Financial Services (Banking Division),2019,4,8165,8054,111,0.986405389,,,
Department of Financial Services (Banking Division),2019,5,8525,10819,-2294,1.269090909,,,
Department of Financial Services (Banking Division),2019,6,10118,8627,1491,0.852638861,,,
Department of Financial Services (Banking Division),2019,7,13517,12414,1103,0.918399053,,,
Department of Financial Services (Banking Division),2019,8,9047,10738,-1691,1.186912789,,,
Department of Financial Services (Banking Division),2019,9,10626,11415,-789,1.074251835,,,
Department of Financial Services (Banking Division),2019,10,9973,9506,467,0.953173569,,,
Department of Financial Services (Banking Division),2019,11,618,230,388,0.372168285,,,
Department of Financial Services (Insurance Division),2016,1,589,298,291,0.505942275,,,
Department of Financial Services (Insurance Division),2016,2,643,371,272,0.576982893,,,
Department of Financial Services (Insurance Division),2016,3,690,764,-74,1.107246377,,,
Department of Financial Services (Insurance Division),2016,4,740,495,245,0.668918919,,,
Department of Financial Services (Insurance Division),2016,5,767,787,-20,1.026075619,,,
Department of Financial Services (Insurance Division),2016,6,778,766,12,0.984575835,,,
Department of Financial Services (Insurance Division),2016,7,858,837,21,0.975524476,,,
Department of Financial Services (Insurance Division),2016,8,894,751,143,0.840044743,,,
Department of Financial Services (Insurance Division),2016,9,900,943,-43,1.047777778,,,
Department of Financial Services (Insurance Division),2016,10,895,1024,-129,1.144134078,,,
Department of Financial Services (Insurance Division),2016,11,916,1092,-176,1.192139738,,,
Department of Financial Services (Insurance Division),2016,12,1078,918,160,0.851576994,,,
Department of Financial Services (Insurance Division),2017,1,945,1033,-88,1.093121693,,,
Department of Financial Services (Insurance Division),2017,2,831,802,29,0.965102286,,,
Department of Financial Services (Insurance Division),2017,3,1033,1299,-266,1.25750242,,,
Department of Financial Services (Insurance Division),2017,4,942,799,143,0.848195329,,,
Department of Financial Services (Insurance Division),2017,5,1137,997,140,0.876868953,,,
Department of Financial Services (Insurance Division),2017,6,951,1039,-88,1.092534175,,,
Department of Financial Services (Insurance Division),2017,7,1039,1052,-13,1.012512031,,,
Department of Financial Services (Insurance Division),2017,8,990,1067,-77,1.077777778,,,
Department of Financial Services (Insurance Division),2017,9,920,853,67,0.927173913,,,
Department of Financial Services (Insurance Division),2017,10,864,856,8,0.990740741,,,
Department of Financial Services (Insurance Division),2017,11,946,998,-52,1.054968288,,,
Department of Financial Services (Insurance Division),2017,12,918,882,36,0.960784314,,,
Department of Financial Services (Insurance Division),2018,1,793,837,-44,1.055485498,,,
Department of Financial Services (Insurance Division),2018,2,743,700,43,0.942126514,,,
Department of Financial Services (Insurance Division),2018,3,922,1139,-217,1.235357918,,,
Department of Financial Services (Insurance Division),2018,4,1039,822,217,0.791145332,,,
Department of Financial Services (Insurance Division),2018,5,1020,967,53,0.948039216,,,
Department of Financial Services (Insurance Division),2018,6,853,860,-7,1.008206331,,,
Department of Financial Services (Insurance Division),2018,7,1096,984,112,0.897810219,,,
Department of Financial Services (Insurance Division),2018,8,1067,1055,12,0.988753515,,,
Department of Financial Services (Insurance Division),2018,9,1055,956,99,0.906161137,,,
Department of Financial Services (Insurance Division),2018,10,1044,1040,4,0.996168582,,,
Department of Financial Services (Insurance Division),2018,11,827,937,-110,1.133010883,,,
Department of Financial Services (Insurance Division),2018,12,891,940,-49,1.054994388,,,
Department of Financial Services (Insurance Division),2019,1,1039,1027,12,0.988450433,,,
Department of Financial Services (Insurance Division),2019,2,1016,943,73,0.928149606,,,
Department of Financial Services (Insurance Division),2019,3,1044,1480,-436,1.417624521,,,
Department of Financial Services (Insurance Division),2019,4,927,612,315,0.660194175,,,
Department of Financial Services (Insurance Division),2019,5,917,876,41,0.955288986,,,
Department of Financial Services (Insurance Division),2019,6,1093,1060,33,0.969807868,,,
Department of Financial Services (Insurance Division),2019,7,1395,1346,49,0.964874552,,,
Department of Financial Services (Insurance Division),2019,8,1213,1205,8,0.993404782,,,
Department of Financial Services (Insurance Division),2019,9,1296,1164,132,0.898148148,,,
Department of Financial Services (Insurance Division),2019,10,1134,1053,81,0.928571429,,,
Department of Financial Services (Insurance Division),2019,11,32,9,23,0.28125,,,
Department of Financial Services (Pension Reforms),2018,7,114,1,113,0.00877193,,,
Department of Financial Services (Pension Reforms),2018,8,135,141,-6,1.044444444,,,
Department of Financial Services (Pension Reforms),2018,9,111,83,28,0.747747748,,,
Department of Financial Services (Pension Reforms),2018,10,100,78,22,0.78,,,
Department of Financial Services (Pension Reforms),2018,11,93,168,-75,1.806451613,,,
Department of Financial Services (Pension Reforms),2018,12,136,186,-50,1.367647059,,,
Department of Financial Services (Pension Reforms),2019,1,173,144,29,0.832369942,,,
Department of Financial Services (Pension Reforms),2019,2,174,208,-34,1.195402299,,,
Department of Financial Services (Pension Reforms),2019,3,146,126,20,0.863013699,,,
Department of Financial Services (Pension Reforms),2019,4,108,129,-21,1.194444444,,,
Department of Financial Services (Pension Reforms),2019,5,129,110,19,0.852713178,,,
Department of Financial Services (Pension Reforms),2019,6,190,189,1,0.994736842,,,
Department of Financial Services (Pension Reforms),2019,7,167,162,5,0.97005988,,,
Department of Financial Services (Pension Reforms),2019,8,186,179,7,0.962365591,,,
Department of Financial Services (Pension Reforms),2019,9,186,205,-19,1.102150538,,,
Department of Financial Services (Pension Reforms),2019,10,153,138,15,0.901960784,,,
Department of Financial Services (Pension Reforms),2019,11,4,9,-5,2.25,,,
Department of Fisheries,2019,8,16,1,15,0.0625,,,
Department of Fisheries,2019,9,36,45,-9,1.25,,,
Department of Fisheries,2019,10,24,25,-1,1.041666667,,,
Department of Food and Public Distribution,2016,1,195,125,70,0.641025641,,,
Department of Food and Public Distribution,2016,2,257,206,51,0.80155642,,,
Department of Food and Public Distribution,2016,3,252,287,-35,1.138888889,,,
Department of Food and Public Distribution,2016,4,266,244,22,0.917293233,,,
Department of Food and Public Distribution,2016,5,310,285,25,0.919354839,,,
Department of Food and Public Distribution,2016,6,302,342,-40,1.132450331,,,
Department of Food and Public Distribution,2016,7,411,332,79,0.807785888,,,
Department of Food and Public Distribution,2016,8,384,377,7,0.981770833,,,
Department of Food and Public Distribution,2016,9,287,323,-36,1.12543554,,,
Department of Food and Public Distribution,2016,10,328,219,109,0.667682927,,,
Department of Food and Public Distribution,2016,11,231,350,-119,1.515151515,,,
Department of Food and Public Distribution,2016,12,364,307,57,0.843406593,,,
Department of Food and Public Distribution,2017,1,301,342,-41,1.136212625,,,
Department of Food and Public Distribution,2017,2,283,245,38,0.865724382,,,
Department of Food and Public Distribution,2017,3,364,346,18,0.950549451,,,
Department of Food and Public Distribution,2017,4,291,276,15,0.948453608,,,
Department of Food and Public Distribution,2017,5,349,380,-31,1.088825215,,,
Department of Food and Public Distribution,2017,6,336,372,-36,1.107142857,,,
Department of Food and Public Distribution,2017,7,341,312,29,0.914956012,,,
Department of Food and Public Distribution,2017,8,267,323,-56,1.209737828,,,
Department of Food and Public Distribution,2017,9,245,241,4,0.983673469,,,
Department of Food and Public Distribution,2017,10,249,207,42,0.831325301,,,
Department of Food and Public Distribution,2017,11,294,295,-1,1.003401361,,,
Department of Food and Public Distribution,2017,12,250,265,-15,1.06,,,
Department of Food and Public Distribution,2018,1,235,254,-19,1.080851064,,,
Department of Food and Public Distribution,2018,2,197,218,-21,1.106598985,,,
Department of Food and Public Distribution,2018,3,211,231,-20,1.09478673,,,
Department of Food and Public Distribution,2018,4,212,193,19,0.910377358,,,
Department of Food and Public Distribution,2018,5,306,290,16,0.947712418,,,
Department of Food and Public Distribution,2018,6,179,204,-25,1.139664804,,,
Department of Food and Public Distribution,2018,7,268,208,60,0.776119403,,,
Department of Food and Public Distribution,2018,8,277,267,10,0.963898917,,,
Department of Food and Public Distribution,2018,9,302,242,60,0.801324503,,,
Department of Food and Public Distribution,2018,10,310,358,-48,1.15483871,,,
Department of Food and Public Distribution,2018,11,382,370,12,0.968586387,,,
Department of Food and Public Distribution,2018,12,407,416,-9,1.022113022,,,
Department of Food and Public Distribution,2019,1,351,372,-21,1.05982906,,,
Department of Food and Public Distribution,2019,2,473,431,42,0.911205074,,,
Department of Food and Public Distribution,2019,3,555,572,-17,1.030630631,,,
Department of Food and Public Distribution,2019,4,271,334,-63,1.232472325,,,
Department of Food and Public Distribution,2019,5,263,296,-33,1.125475285,,,
Department of Food and Public Distribution,2019,6,366,325,41,0.887978142,,,
Department of Food and Public Distribution,2019,7,524,480,44,0.916030534,,,
Department of Food and Public Distribution,2019,8,450,469,-19,1.042222222,,,
Department of Food and Public Distribution,2019,9,426,425,1,0.997652582,,,
Department of Food and Public Distribution,2019,10,290,295,-5,1.017241379,,,
Department of Food and Public Distribution,2019,11,9,1,8,0.111111111,,,
Department of Health & Family Welfare,2016,1,1052,303,749,0.288022814,,,
Department of Health & Family Welfare,2016,2,1528,959,569,0.627617801,,,
Department of Health & Family Welfare,2016,3,1626,1489,137,0.915744157,,,
Department of Health & Family Welfare,2016,4,1450,946,504,0.652413793,,,
Department of Health & Family Welfare,2016,5,1891,2311,-420,1.222104707,,,
Department of Health & Family Welfare,2016,6,2167,1639,528,0.756345178,,,
Department of Health & Family Welfare,2016,7,1550,1940,-390,1.251612903,,,
Department of Health & Family Welfare,2016,8,1952,1347,605,0.690061475,,,
Department of Health & Family Welfare,2016,9,1883,1683,200,0.893786511,,,
Department of Health & Family Welfare,2016,10,1612,1672,-60,1.037220844,,,
Department of Health & Family Welfare,2016,11,1475,1641,-166,1.112542373,,,
Department of Health & Family Welfare,2016,12,2018,1620,398,0.802775025,,,
Department of Health & Family Welfare,2017,1,1664,2020,-356,1.213942308,,,
Department of Health & Family Welfare,2017,2,2688,2310,378,0.859375,,,
Department of Health & Family Welfare,2017,3,2489,3362,-873,1.35074327,,,
Department of Health & Family Welfare,2017,4,2285,1778,507,0.778118162,,,
Department of Health & Family Welfare,2017,5,2514,1893,621,0.752983294,,,
Department of Health & Family Welfare,2017,6,2056,2641,-585,1.284533074,,,
Department of Health & Family Welfare,2017,7,2012,2485,-473,1.235089463,,,
Department of Health & Family Welfare,2017,8,2404,1706,698,0.709650582,,,
Department of Health & Family Welfare,2017,9,1688,2387,-699,1.414099526,,,
Department of Health & Family Welfare,2017,10,1696,1585,111,0.934551887,,,
Department of Health & Family Welfare,2017,11,1559,1707,-148,1.094932649,,,
Department of Health & Family Welfare,2017,12,1233,1387,-154,1.124898621,,,
Department of Health & Family Welfare,2018,1,1327,1662,-335,1.252449133,,,
Department of Health & Family Welfare,2018,2,2685,1857,828,0.691620112,,,
Department of Health & Family Welfare,2018,3,1339,1646,-307,1.229275579,,,
Department of Health & Family Welfare,2018,4,1489,1446,43,0.971121558,,,
Department of Health & Family Welfare,2018,5,1957,1871,86,0.956055187,,,
Department of Health & Family Welfare,2018,6,1621,1094,527,0.674892042,,,
Department of Health & Family Welfare,2018,7,2410,2590,-180,1.074688797,,,
Department of Health & Family Welfare,2018,8,1853,1540,313,0.831084727,,,
Department of Health & Family Welfare,2018,9,1769,1734,35,0.980214811,,,
Department of Health & Family Welfare,2018,10,1680,1782,-102,1.060714286,,,
Department of Health & Family Welfare,2018,11,1238,1544,-306,1.247172859,,,
Department of Health & Family Welfare,2018,12,1224,1408,-184,1.150326797,,,
Department of Health & Family Welfare,2019,1,1485,1486,-1,1.000673401,,,
Department of Health & Family Welfare,2019,2,1494,1776,-282,1.18875502,,,
Department of Health & Family Welfare,2019,3,1636,1364,272,0.833740831,,,
Department of Health & Family Welfare,2019,4,1296,1392,-96,1.074074074,,,
Department of Health & Family Welfare,2019,5,1276,1552,-276,1.21630094,,,
Department of Health & Family Welfare,2019,6,2201,1486,715,0.67514766,,,
Department of Health & Family Welfare,2019,7,2090,3327,-1237,1.591866029,,,
Department of Health & Family Welfare,2019,8,1907,1902,5,0.997378081,,,
Department of Health & Family Welfare,2019,9,1820,1922,-102,1.056043956,,,
Department of Health & Family Welfare,2019,10,1595,1752,-157,1.098432602,,,
Department of Health & Family Welfare,2019,11,60,51,9,0.85,,,
Department of Health Research,2016,1,37,5,32,0.135135135,,,
Department of Health Research,2016,2,82,8,74,0.097560976,,,
Department of Health Research,2016,3,76,4,72,0.052631579,,,
Department of Health Research,2016,4,62,7,55,0.112903226,,,
Department of Health Research,2016,5,71,45,26,0.633802817,,,
Department of Health Research,2016,6,71,169,-98,2.38028169,,,
Department of Health Research,2016,7,71,62,9,0.873239437,,,
Department of Health Research,2016,8,67,85,-18,1.268656716,,,
Department of Health Research,2016,9,66,105,-39,1.590909091,,,
Department of Health Research,2016,10,58,75,-17,1.293103448,,,
Department of Health Research,2016,11,39,38,1,0.974358974,,,
Department of Health Research,2016,12,59,48,11,0.813559322,,,
Department of Health Research,2017,1,44,61,-17,1.386363636,,,
Department of Health Research,2017,2,82,69,13,0.841463415,,,
Department of Health Research,2017,3,125,120,5,0.96,,,
Department of Health Research,2017,4,52,60,-8,1.153846154,,,
Department of Health Research,2017,5,121,117,4,0.966942149,,,
Department of Health Research,2017,6,93,116,-23,1.247311828,,,
Department of Health Research,2017,7,150,104,46,0.693333333,,,
Department of Health Research,2017,8,103,105,-2,1.019417476,,,
Department of Health Research,2017,9,59,81,-22,1.372881356,,,
Department of Health Research,2017,10,71,76,-5,1.070422535,,,
Department of Health Research,2017,11,91,50,41,0.549450549,,,
Department of Health Research,2017,12,64,58,6,0.90625,,,
Department of Health Research,2018,1,47,36,11,0.765957447,,,
Department of Health Research,2018,2,40,62,-22,1.55,,,
Department of Health Research,2018,3,54,39,15,0.722222222,,,
Department of Health Research,2018,4,83,72,11,0.86746988,,,
Department of Health Research,2018,5,165,137,28,0.83030303,,,
Department of Health Research,2018,6,69,30,39,0.434782609,,,
Department of Health Research,2018,7,106,67,39,0.632075472,,,
Department of Health Research,2018,8,107,53,54,0.495327103,,,
Department of Health Research,2018,9,79,88,-9,1.113924051,,,
Department of Health Research,2018,10,67,76,-9,1.134328358,,,
Department of Health Research,2018,11,64,50,14,0.78125,,,
Department of Health Research,2018,12,81,110,-29,1.358024691,,,
Department of Health Research,2019,1,86,169,-83,1.965116279,,,
Department of Health Research,2019,2,58,75,-17,1.293103448,,,
Department of Health Research,2019,3,73,70,3,0.95890411,,,
Department of Health Research,2019,4,55,42,13,0.763636364,,,
Department of Health Research,2019,5,42,59,-17,1.404761905,,,
Department of Health Research,2019,6,46,47,-1,1.02173913,,,
Department of Health Research,2019,7,96,120,-24,1.25,,,
Department of Health Research,2019,8,68,61,7,0.897058824,,,
Department of Health Research,2019,9,99,78,21,0.787878788,,,
Department of Health Research,2019,10,69,81,-12,1.173913043,,,
Department of Health Research,2019,11,3,12,-9,4,,,
Department of Heavy Industry,2016,1,123,21,102,0.170731707,,,
Department of Heavy Industry,2016,2,178,106,72,0.595505618,,,
Department of Heavy Industry,2016,3,222,129,93,0.581081081,,,
Department of Heavy Industry,2016,4,119,263,-144,2.210084034,,,
Department of Heavy Industry,2016,5,123,139,-16,1.130081301,,,
Department of Heavy Industry,2016,6,140,114,26,0.814285714,,,
Department of Heavy Industry,2016,7,146,178,-32,1.219178082,,,
Department of Heavy Industry,2016,8,114,120,-6,1.052631579,,,
Department of Heavy Industry,2016,9,132,103,29,0.78030303,,,
Department of Heavy Industry,2016,10,126,109,17,0.865079365,,,
Department of Heavy Industry,2016,11,114,131,-17,1.149122807,,,
Department of Heavy Industry,2016,12,111,115,-4,1.036036036,,,
Department of Heavy Industry,2017,1,126,110,16,0.873015873,,,
Department of Heavy Industry,2017,2,130,100,30,0.769230769,,,
Department of Heavy Industry,2017,3,168,186,-18,1.107142857,,,
Department of Heavy Industry,2017,4,129,141,-12,1.093023256,,,
Department of Heavy Industry,2017,5,211,175,36,0.829383886,,,
Department of Heavy Industry,2017,6,156,158,-2,1.012820513,,,
Department of Heavy Industry,2017,7,137,181,-44,1.321167883,,,
Department of Heavy Industry,2017,8,174,144,30,0.827586207,,,
Department of Heavy Industry,2017,9,108,146,-38,1.351851852,,,
Department of Heavy Industry,2017,10,113,99,14,0.876106195,,,
Department of Heavy Industry,2017,11,155,160,-5,1.032258065,,,
Department of Heavy Industry,2017,12,114,113,1,0.99122807,,,
Department of Heavy Industry,2018,1,80,108,-28,1.35,,,
Department of Heavy Industry,2018,2,82,97,-15,1.182926829,,,
Department of Heavy Industry,2018,3,103,77,26,0.747572816,,,
Department of Heavy Industry,2018,4,132,135,-3,1.022727273,,,
Department of Heavy Industry,2018,5,186,168,18,0.903225806,,,
Department of Heavy Industry,2018,6,106,79,27,0.745283019,,,
Department of Heavy Industry,2018,7,133,202,-69,1.518796992,,,
Department of Heavy Industry,2018,8,122,109,13,0.893442623,,,
Department of Heavy Industry,2018,9,112,98,14,0.875,,,
Department of Heavy Industry,2018,10,115,123,-8,1.069565217,,,
Department of Heavy Industry,2018,11,94,114,-20,1.212765957,,,
Department of Heavy Industry,2018,12,104,120,-16,1.153846154,,,
Department of Heavy Industry,2019,1,99,118,-19,1.191919192,,,
Department of Heavy Industry,2019,2,111,102,9,0.918918919,,,
Department of Heavy Industry,2019,3,118,118,0,1,,,
Department of Heavy Industry,2019,4,106,121,-15,1.141509434,,,
Department of Heavy Industry,2019,5,88,76,12,0.863636364,,,
Department of Heavy Industry,2019,6,100,99,1,0.99,,,
Department of Heavy Industry,2019,7,121,103,18,0.851239669,,,
Department of Heavy Industry,2019,8,145,135,10,0.931034483,,,
Department of Heavy Industry,2019,9,151,159,-8,1.052980132,,,
Department of Heavy Industry,2019,10,120,137,-17,1.141666667,,,
Department of Heavy Industry,2019,11,7,20,-13,2.857142857,,,
Department of Higher Education,2016,1,1557,312,1245,0.200385356,,,
Department of Higher Education,2016,2,2127,1861,266,0.874941232,,,
Department of Higher Education,2016,3,2467,3166,-699,1.283340089,,,
Department of Higher Education,2016,4,2435,2075,360,0.852156057,,,
Department of Higher Education,2016,5,2396,2552,-156,1.065108514,,,
Department of Higher Education,2016,6,2555,2216,339,0.867318982,,,
Department of Higher Education,2016,7,2400,2530,-130,1.054166667,,,
Department of Higher Education,2016,8,2755,2377,378,0.862794918,,,
Department of Higher Education,2016,9,2245,2269,-24,1.010690423,,,
Department of Higher Education,2016,10,1847,1964,-117,1.063345966,,,
Department of Higher Education,2016,11,1609,1894,-285,1.177128651,,,
Department of Higher Education,2016,12,2140,1589,551,0.742523364,,,
Department of Higher Education,2017,1,1727,1997,-270,1.156340475,,,
Department of Higher Education,2017,2,1805,1750,55,0.969529086,,,
Department of Higher Education,2017,3,2763,2318,445,0.838943178,,,
Department of Higher Education,2017,4,2325,2490,-165,1.070967742,,,
Department of Higher Education,2017,5,2333,2149,184,0.92113159,,,
Department of Higher Education,2017,6,2384,2261,123,0.94840604,,,
Department of Higher Education,2017,7,2534,2860,-326,1.128650355,,,
Department of Higher Education,2017,8,2500,2812,-312,1.1248,,,
Department of Higher Education,2017,9,2363,1931,432,0.817181549,,,
Department of Higher Education,2017,10,1856,1822,34,0.981681034,,,
Department of Higher Education,2017,11,2064,1957,107,0.948158915,,,
Department of Higher Education,2017,12,1524,2021,-497,1.326115486,,,
Department of Higher Education,2018,1,1264,1487,-223,1.176424051,,,
Department of Higher Education,2018,2,1403,1347,56,0.960085531,,,
Department of Higher Education,2018,3,1561,1150,411,0.736707239,,,
Department of Higher Education,2018,4,1406,1211,195,0.861308677,,,
Department of Higher Education,2018,5,1958,1758,200,0.897854954,,,
Department of Higher Education,2018,6,1677,1017,660,0.606440072,,,
Department of Higher Education,2018,7,2149,2288,-139,1.064681247,,,
Department of Higher Education,2018,8,1941,2104,-163,1.083977331,,,
Department of Higher Education,2018,9,1527,2331,-804,1.526522593,,,
Department of Higher Education,2018,10,1975,1947,28,0.985822785,,,
Department of Higher Education,2018,11,1345,1896,-551,1.409665428,,,
Department of Higher Education,2018,12,1268,1254,14,0.988958991,,,
Department of Higher Education,2019,1,1371,1375,-4,1.002917578,,,
Department of Higher Education,2019,2,1466,1326,140,0.904502046,,,
Department of Higher Education,2019,3,1319,1188,131,0.900682335,,,
Department of Higher Education,2019,4,1227,1710,-483,1.393643032,,,
Department of Higher Education,2019,5,1471,1590,-119,1.080897349,,,
Department of Higher Education,2019,6,2014,1131,883,0.561569017,,,
Department of Higher Education,2019,7,2369,1788,581,0.754748839,,,
Department of Higher Education,2019,8,2085,2480,-395,1.189448441,,,
Department of Higher Education,2019,9,2077,2152,-75,1.036109774,,,
Department of Higher Education,2019,10,1669,1614,55,0.967046135,,,
Department of Higher Education,2019,11,43,34,9,0.790697674,,,
Department of Industrial Policy & Promotion,2016,1,295,133,162,0.450847458,,,
Department of Industrial Policy & Promotion,2016,2,243,190,53,0.781893004,,,
Department of Industrial Policy & Promotion,2016,3,197,158,39,0.802030457,,,
Department of Industrial Policy & Promotion,2016,4,191,153,38,0.80104712,,,
Department of Industrial Policy & Promotion,2016,5,155,263,-108,1.696774194,,,
Department of Industrial Policy & Promotion,2016,6,178,326,-148,1.831460674,,,
Department of Industrial Policy & Promotion,2016,7,154,132,22,0.857142857,,,
Department of Industrial Policy & Promotion,2016,8,151,142,9,0.940397351,,,
Department of Industrial Policy & Promotion,2016,9,222,192,30,0.864864865,,,
Department of Industrial Policy & Promotion,2016,10,216,220,-4,1.018518519,,,
Department of Industrial Policy & Promotion,2016,11,112,137,-25,1.223214286,,,
Department of Industrial Policy & Promotion,2016,12,156,138,18,0.884615385,,,
Department of Industrial Policy & Promotion,2017,1,144,141,3,0.979166667,,,
Department of Industrial Policy & Promotion,2017,2,154,173,-19,1.123376623,,,
Department of Industrial Policy & Promotion,2017,3,238,228,10,0.957983193,,,
Department of Industrial Policy & Promotion,2017,4,174,189,-15,1.086206897,,,
Department of Industrial Policy & Promotion,2017,5,229,209,20,0.912663755,,,
Department of Industrial Policy & Promotion,2017,6,232,243,-11,1.047413793,,,
Department of Industrial Policy & Promotion,2017,7,280,287,-7,1.025,,,
Department of Industrial Policy & Promotion,2017,8,181,206,-25,1.138121547,,,
Department of Industrial Policy & Promotion,2017,9,172,168,4,0.976744186,,,
Department of Industrial Policy & Promotion,2017,10,168,149,19,0.886904762,,,
Department of Industrial Policy & Promotion,2017,11,199,219,-20,1.100502513,,,
Department of Industrial Policy & Promotion,2017,12,131,135,-4,1.030534351,,,
Department of Industrial Policy & Promotion,2018,1,111,105,6,0.945945946,,,
Department of Industrial Policy & Promotion,2018,2,249,229,20,0.919678715,,,
Department of Industrial Policy & Promotion,2018,3,117,135,-18,1.153846154,,,
Department of Industrial Policy & Promotion,2018,4,132,125,7,0.946969697,,,
Department of Industrial Policy & Promotion,2018,5,183,189,-6,1.032786885,,,
Department of Industrial Policy & Promotion,2018,6,127,119,8,0.937007874,,,
Department of Industrial Policy & Promotion,2018,7,168,148,20,0.880952381,,,
Department of Industrial Policy & Promotion,2018,8,218,208,10,0.95412844,,,
Department of Industrial Policy & Promotion,2018,9,115,131,-16,1.139130435,,,
Department of Industrial Policy & Promotion,2018,10,152,137,15,0.901315789,,,
Department of Industrial Policy & Promotion,2018,11,99,120,-21,1.212121212,,,
Department of Industrial Policy & Promotion,2018,12,148,139,9,0.939189189,,,
Department of Industrial Policy & Promotion,2019,1,173,194,-21,1.121387283,,,
Department of Industrial Policy & Promotion,2019,2,167,158,9,0.946107784,,,
Department of Industrial Policy & Promotion,2019,3,198,185,13,0.934343434,,,
Department of Industrial Policy & Promotion,2019,4,136,159,-23,1.169117647,,,
Department of Industrial Policy & Promotion,2019,5,148,147,1,0.993243243,,,
Department of Industrial Policy & Promotion,2019,6,132,144,-12,1.090909091,,,
Department of Industrial Policy & Promotion,2019,7,181,184,-3,1.016574586,,,
Department of Industrial Policy & Promotion,2019,8,147,144,3,0.979591837,,,
Department of Industrial Policy & Promotion,2019,9,185,185,0,1,,,
Department of Industrial Policy & Promotion,2019,10,155,158,-3,1.019354839,,,
Department of Industrial Policy & Promotion,2019,11,4,7,-3,1.75,,,
Department of Investment & Public Asset Management,2016,1,15,10,5,0.666666667,,,
Department of Investment & Public Asset Management,2016,2,18,9,9,0.5,,,
Department of Investment & Public Asset Management,2016,3,36,27,9,0.75,,,
Department of Investment & Public Asset Management,2016,4,26,37,-11,1.423076923,,,
Department of Investment & Public Asset Management,2016,5,31,33,-2,1.064516129,,,
Department of Investment & Public Asset Management,2016,6,21,17,4,0.80952381,,,
Department of Investment & Public Asset Management,2016,7,19,1,18,0.052631579,,,
Department of Investment & Public Asset Management,2016,8,11,31,-20,2.818181818,,,
Department of Investment & Public Asset Management,2016,9,57,64,-7,1.122807018,,,
Department of Investment & Public Asset Management,2016,10,26,22,4,0.846153846,,,
Department of Investment & Public Asset Management,2016,11,41,37,4,0.902439024,,,
Department of Investment & Public Asset Management,2016,12,29,34,-5,1.172413793,,,
Department of Investment & Public Asset Management,2017,1,28,21,7,0.75,,,
Department of Investment & Public Asset Management,2017,2,27,27,0,1,,,
Department of Investment & Public Asset Management,2017,3,37,39,-2,1.054054054,,,
